combo,id,rep,expect_dodge,dodged,latency_ms,min_dist_m,spec_miss_m,aim_err_m,off_target,steady,success,error,note,skipped,window_s,needed_window_s,spawn_dead_s,miss_along_m,miss_cross_m,miss_vert_m,lead_along_m,lead_cross_m,lead_vert_m,ball_speed_mps,t_flight_assumed_s,flight_to_ca_s,tca_s,trigger_miss_m,first_det_range_m,track_updates,track_age_s,n_hypotheses
baseline,S08,0,True,True,19.0,0.179,0.0,0.179,False,True,False,False,dodged but min_dist 0.18 <= hit_radius,False,1.618,1.05,0.0,0.071,-0.096,0.133,-0.482,0.148,-0.044,,0.75,0.0,0.24,0.689,8.865,3,0.169,2
baseline,S08,1,True,True,19.0,0.282,0.0,0.282,False,True,False,False,dodged but min_dist 0.28 <= hit_radius,False,2.168,1.05,0.277,-0.086,-0.166,-0.211,0.396,0.163,-0.027,8.129,0.75,0.799,0.52,0.321,8.968,4,0.235,1
baseline,S08,2,True,True,19.0,0.64,0.0,0.64,False,True,True,False,clean dodge,False,2.097,1.05,0.265,-0.197,-0.317,-0.52,1.219,0.099,0.011,8.0,0.75,0.872,0.4,0.248,8.927,3,0.154,2
baseline,S14,0,True,True,19.0,0.223,0.0,0.223,False,True,False,False,dodged but min_dist 0.22 <= hit_radius,False,2.163,1.014,0.317,0.033,-0.176,-0.133,0.333,0.135,-0.04,14.074,0.714,0.735,0.24,0.395,8.978,3,0.155,1
baseline,S14,1,True,True,16.0,0.208,0.0,0.208,False,True,False,False,dodged but min_dist 0.21 <= hit_radius,False,2.174,1.014,0.298,0.101,-0.131,-0.126,0.283,0.145,-0.034,14.0,0.714,0.744,0.23,0.356,8.687,3,0.156,1
baseline,S14,2,True,True,20.0,0.213,0.0,0.213,False,True,False,False,dodged but min_dist 0.21 <= hit_radius,False,1.391,1.014,0.286,-0.026,-0.163,-0.135,0.421,0.122,-0.031,14.151,0.714,0.772,0.28,0.335,8.744,3,0.138,1
baseline,S20,0,True,,,,,,,,False,True,spawn z=0.03 < 0.3,,,,,,,,,,,,,,,,,,,
baseline,S20,1,True,,,,,,,,False,True,spawn z=0.03 < 0.3,,,,,,,,,,,,,,,,,,,
baseline,S20,2,True,,,,,,,,False,True,spawn z=0.03 < 0.3,,,,,,,,,,,,,,,,,,,
baseline,S20N,0,False,,,,,,,,False,True,spawn z=0.03 < 0.3,,,,,,,,,,,,,,,,,,,
baseline,S20N,1,False,,,,,,,,False,True,spawn z=0.03 < 0.3,,,,,,,,,,,,,,,,,,,
